DrugA,DrugB,SMILES_A,SMILES_B,LD50_A_mg/kg,LD50_B_mg/kg,Mixture_LD50_mg/kg
Carbon tetrachloride,Ucon LB250,ClC(Cl)(Cl)Cl,CC(C)OCC(C)OCC(C)O,4909.52,10605.0,10065.708
Diethanolamine,Dioxane,OCCNCCO,C1COCCO1,877.6,6683.509999999999,1723.17
Diethanolamine,Ethyl acetate,OCCNCCO,CCOC(=O)C,877.6,9831.800000000001,1460.2695
Diethanolamine,Ethyl acrylate,OCCNCCO,CCOC(=O)C=C,877.6,761.1099999999999,2930.3700000000003
Diethanolamine,Ethyl alcohol,OCCNCCO,CCO,877.6,15543.300000000001,1007.1240000000001
Diethanolamine,Ethylene glycol,OCCNCCO,OCCO,877.6,7189.9800000000005,2215.525
Diethanolamine,Formalin,OCCNCCO,C=O,877.6,2016.5000000000002,667.0350000000001
Diethanolamine,Isophorone,OCCNCCO,CC1=CC(=O)CC(C)(C)C1,877.6,2104.44,1684.68
Diethanolamine,Morpholine,OCCNCCO,C1COCCN1,877.6,1631.34,1211.9039999999998
Diethanolamine,Nitrobenzene,OCCNCCO,[O-][N+](=O)c1ccccc1,877.6,599.5,1009.0920000000001
Diethanolamine,Phenyl Cellosolve,OCCNCCO,c1ccccc1OCCO,877.6,3614.56,1860.3539999999998
Diethanolamine,PEG 400,OCCNCCO,OCCOCCOCCOCCOCCOCCOCCOCCO,877.6,45232.799999999996,1352.7999999999997
Diethanolamine,Propylene glycol,OCCNCCO,CC(O)CO,877.6,45894.799999999996,1883.439
Diethanolamine,Propylene oxide,OCCNCCO,CC1CO1,877.6,627.07,1009.2959999999999
Diethanolamine,Tergitol XD,OCCNCCO,CCCCCCCCCCCCCOCCOCCOCCO,877.6,5999.6,2128.959
Diethanolamine,Tetrachloroethylene,OCCNCCO,ClC(Cl)=C(Cl)Cl,877.6,12976.0,2746.1900000000005
Diethanolamine,Toluene,OCCNCCO,Cc1ccccc1,877.6,6762.6,1516.208
Diethanolamine,Ucon 50HB260,OCCNCCO,CC(C)OCC(C)OCC(C)O,877.6,5596.500000000001,1866.8165000000004
Diethanolamine,Ucon LB250,OCCNCCO,CC(C)OCC(C)OCC(C)O,877.6,10605.0,1788.451
Dioxane,Ethyl acetate,C1COCCO1,CCOC(=O)C,6683.509999999999,9831.800000000001,11223.0
Dioxane,Ethyl acrylate,C1COCCO1,CCOC(=O)C=C,6683.509999999999,761.1099999999999,1304.5500000000002
Dioxane,Ethyl alcohol,C1COCCO1,CCO,6683.509999999999,15543.300000000001,14547.759
Dioxane,Ethylene glycol,C1COCCO1,OCCO,6683.509999999999,7189.9800000000005,12845.956
Dioxane,Formalin,C1COCCO1,C=O,6683.509999999999,2016.5000000000002,2166.5215
Dioxane,Isophorone,C1COCCO1,CC1=CC(=O)CC(C)(C)C1,6683.509999999999,2104.44,3747.696
Dioxane,Morpholine,C1COCCO1,C1COCCN1,6683.509999999999,1631.34,3830.1
Dioxane,Nitrobenzene,C1COCCO1,[O-][N+](=O)c1ccccc1,6683.509999999999,599.5,745.4880000000002
Dioxane,Phenyl Cellosolve,C1COCCO1,c1ccccc1OCCO,6683.509999999999,3614.56,5403.6849999999995
Dioxane,PEG 400,C1COCCO1,OCCOCCOCCOCCOCCOCCOCCOCCO,6683.509999999999,45232.799999999996,22295.036999999997
Dioxane,Propylene glycol,C1COCCO1,CC(O)CO,6683.509999999999,45894.799999999996,22902.7955
Dioxane,Propylene oxide,C1COCCO1,CC1CO1,6683.509999999999,627.07,1772.804
Dioxane,Tergitol XD,C1COCCO1,CCCCCCCCCCCCCOCCOCCOCCO,6683.509999999999,5999.6,10530.9295
Dioxane,Tetrachloroethylene,C1COCCO1,ClC(Cl)=C(Cl)Cl,6683.509999999999,12976.0,3355.92
Dioxane,Toluene,C1COCCO1,Cc1ccccc1,6683.509999999999,6762.6,7466.05
Dioxane,Ucon 50HB260,C1COCCO1,CC(C)OCC(C)OCC(C)O,6683.509999999999,5596.500000000001,15218.398000000003
Dioxane,Ucon LB250,C1COCCO1,CC(C)OCC(C)OCC(C)O,6683.509999999999,10605.0,11735.622000000001
Ethyl acetate,Ethyl acrylate,CCOC(=O)C,CCOC(=O)C=C,9831.800000000001,761.1099999999999,1431.553
Ethyl acetate,Ethyl alcohol,CCOC(=O)C,CCO,9831.800000000001,15543.300000000001,16481.3315
Ethyl acetate,Ethylene glycol,CCOC(=O)C,OCCO,9831.800000000001,7189.9800000000005,14091.902500000002
Ethyl acetate,Formalin,CCOC(=O)C,C=O,9831.800000000001,2016.5000000000002,1167.312
Ethyl acetate,Isophorone,CCOC(=O)C,CC1=CC(=O)CC(C)(C)C1,9831.800000000001,2104.44,3018.55
Ethyl acetate,Morpholine,CCOC(=O)C,C1COCCN1,9831.800000000001,1631.34,3543.104
Ethyl acetate,Nitrobenzene,CCOC(=O)C,[O-][N+](=O)c1ccccc1,9831.800000000001,599.5,1035.793
Ethyl acetate,Phenyl Cellosolve,CCOC(=O)C,c1ccccc1OCCO,9831.800000000001,3614.56,6736.446
Ethyl acetate,PEG 400,CCOC(=O)C,OCCOCCOCCOCCOCCOCCOCCOCCO,9831.800000000001,45232.799999999996,24504.129999999997
Ethyl acetate,Propylene glycol,CCOC(=O)C,CC(O)CO,9831.800000000001,45894.799999999996,14741.397
Ethyl acetate,Propylene oxide,CCOC(=O)C,CC1CO1,9831.800000000001,627.07,987.9210000000002
Ethyl acetate,Tergitol XD,CCOC(=O)C,CCCCCCCCCCCCCOCCOCCOCCO,9831.800000000001,5999.6,18742.005
Ethyl acetate,Tetrachloroethylene,CCOC(=O)C,ClC(Cl)=C(Cl)Cl,9831.800000000001,12976.0,8889.528
Ethyl acetate,Toluene,CCOC(=O)C,Cc1ccccc1,9831.800000000001,6762.6,15175.3665
Ethyl acetate,Ucon 50HB260,CCOC(=O)C,CC(C)OCC(C)OCC(C)O,9831.800000000001,5596.500000000001,8031.503999999998
Ethyl acetate,Ucon LB250,CCOC(=O)C,CC(C)OCC(C)OCC(C)O,9831.800000000001,10605.0,14212.511999999999
Ethyl acrylate,Ethyl alcohol,CCOC(=O)C=C,CCO,761.1099999999999,15543.300000000001,1131.931
Ethyl acrylate,Ethylene glycol,CCOC(=O)C=C,OCCO,761.1099999999999,7189.9800000000005,1866.5850000000003
Ethyl acrylate,Formalin,CCOC(=O)C=C,C=O,761.1099999999999,2016.5000000000002,1150.011
Ethyl acrylate,Isophorone,CCOC(=O)C=C,CC1=CC(=O)CC(C)(C)C1,761.1099999999999,2104.44,1333.0800000000002
Ethyl acrylate,Nitrobenzene,CCOC(=O)C=C,[O-][N+](=O)c1ccccc1,761.1099999999999,599.5,616.814
Ethyl acrylate,Phenyl Cellosolve,CCOC(=O)C=C,c1ccccc1OCCO,761.1099999999999,3614.56,1714.131
Ethyl acrylate,PEG 400,CCOC(=O)C=C,OCCOCCOCCOCCOCCOCCOCCOCCO,761.1099999999999,45232.799999999996,1330.2725
Ethyl acrylate,Propylene glycol,CCOC(=O)C=C,CC(O)CO,761.1099999999999,45894.799999999996,1408.113
Ethyl acrylate,Propylene oxide,CCOC(=O)C=C,CC1CO1,761.1099999999999,627.07,821.4
Ethyl acrylate,Tergitol XD,CCOC(=O)C=C,CCCCCCCCCCCCCOCCOCCOCCO,761.1099999999999,5999.6,1389.8310000000001
Ethyl acrylate,Tetrachloroethylene,CCOC(=O)C=C,ClC(Cl)=C(Cl)Cl,761.1099999999999,12976.0,1801.4205000000002
Ethyl acrylate,Toluene,CCOC(=O)C=C,Cc1ccccc1,761.1099999999999,6762.6,1672.5
Ethyl acrylate,Ucon 50HB260,CCOC(=O)C=C,CC(C)OCC(C)OCC(C)O,761.1099999999999,5596.500000000001,1187.0845000000002
Ethyl acrylate,Ucon LB250,CCOC(=O)C=C,CC(C)OCC(C)OCC(C)O,761.1099999999999,10605.0,2846.2490000000003
Ethyl alcohol,Ethylene glycol,CCO,OCCO,15543.300000000001,7189.9800000000005,38553.54000000001
Ethyl alcohol,Formalin,CCO,C=O,15543.300000000001,2016.5000000000002,1785.05
Ethyl alcohol,Isophorone,CCO,CC1=CC(=O)CC(C)(C)C1,15543.300000000001,2104.44,2711.8080000000004
Ethyl alcohol,Morpholine,CCO,C1COCCN1,15543.300000000001,1631.34,2278.2259999999997
Ethyl alcohol,Nitrobenzene,CCO,[O-][N+](=O)c1ccccc1,15543.300000000001,599.5,998.9699999999999
Ethyl alcohol,Phenyl Cellosolve,CCO,c1ccccc1OCCO,15543.300000000001,3614.56,6042.6905
Ethyl alcohol,PEG 400,CCO,OCCOCCOCCOCCOCCOCCOCCOCCO,15543.300000000001,45232.799999999996,38369.7135
Ethyl alcohol,Propylene glycol,CCO,CC(O)CO,15543.300000000001,45894.799999999996,25655.850000000002
Ethyl alcohol,Propylene oxide,CCO,CC1CO1,15543.300000000001,627.07,3135.3200000000006
Ethyl alcohol,Tergitol XD,CCO,CCCCCCCCCCCCCOCCOCCOCCO,15543.300000000001,5999.6,7258.249500000001
Ethyl alcohol,Tetrachloroethylene,CCO,ClC(Cl)=C(Cl)Cl,15543.300000000001,12976.0,9024.373000000001
Ethyl alcohol,Toluene,CCO,Cc1ccccc1,15543.300000000001,6762.6,5931.792
Ethyl alcohol,Ucon 50HB260,CCO,CC(C)OCC(C)OCC(C)O,15543.300000000001,5596.500000000001,8036.429999999999
Ethyl alcohol,Ucon LB250,CCO,CC(C)OCC(C)OCC(C)O,15543.300000000001,10605.0,19804.191
Ethylene glycol,Formalin,OCCO,C=O,7189.9800000000005,2016.5000000000002,3106.23
Ethylene glycol,Isophorone,OCCO,CC1=CC(=O)CC(C)(C)C1,7189.9800000000005,2104.44,4455.786
Ethylene glycol,Morpholine,OCCO,C1COCCN1,7189.9800000000005,1631.34,5841.66
Ethylene glycol,Nitrobenzene,OCCO,[O-][N+](=O)c1ccccc1,7189.9800000000005,599.5,1002.2520000000002
Ethylene glycol,Phenyl Cellosolve,OCCO,c1ccccc1OCCO,7189.9800000000005,3614.56,8923.1275
Ethylene glycol,PEG 400,OCCO,OCCOCCOCCOCCOCCOCCOCCOCCO,7189.9800000000005,45232.799999999996,15205.184999999998
Ethylene glycol,Propylene glycol,OCCO,CC(O)CO,7189.9800000000005,45894.799999999996,28176.6135
Ethylene glycol,Propylene oxide,OCCO,CC1CO1,7189.9800000000005,627.07,2394.9939999999997
Ethylene glycol,Tergitol XD,OCCO,CCCCCCCCCCCCCOCCOCCOCCO,7189.9800000000005,5999.6,8979.9225
Ethylene glycol,Tetrachloroethylene,OCCO,ClC(Cl)=C(Cl)Cl,7189.9800000000005,12976.0,13033.642500000004
Ethylene glycol,Toluene,OCCO,Cc1ccccc1,7189.9800000000005,6762.6,7066.62
Ethylene glycol,Ucon 50HB260,OCCO,CC(C)OCC(C)OCC(C)O,7189.9800000000005,5596.500000000001,9154.897500000001
Ethylene glycol,Ucon LB250,OCCO,CC(C)OCC(C)OCC(C)O,7189.9800000000005,10605.0,13745.865000000002
Formalin,Isophorone,C=O,CC1=CC(=O)CC(C)(C)C1,2016.5000000000002,2104.44,2418.6195
Formalin,Morpholine,C=O,C1COCCN1,2016.5000000000002,1631.34,1947.0645
Formalin,Nitrobenzene,C=O,[O-][N+](=O)c1ccccc1,2016.5000000000002,599.5,750.7920000000001
Formalin,Phenyl Cellosolve,C=O,c1ccccc1OCCO,2016.5000000000002,3614.56,2357.4959999999996
Formalin,PEG 400,C=O,OCCOCCOCCOCCOCCOCCOCCOCCO,2016.5000000000002,45232.799999999996,5603.777
Formalin,Propylene glycol,C=O,CC(O)CO,2016.5000000000002,45894.799999999996,2736.1620000000003
Formalin,Propylene oxide,C=O,CC1CO1,2016.5000000000002,627.07,1619.619
Formalin,Tergitol XD,C=O,CCCCCCCCCCCCCOCCOCCOCCO,2016.5000000000002,5999.6,1578.1000000000004
Formalin,Tetrachloroethylene,C=O,ClC(Cl)=C(Cl)Cl,2016.5000000000002,12976.0,2953.3680000000004
Formalin,Toluene,C=O,Cc1ccccc1,2016.5000000000002,6762.6,1449.1585000000002
Formalin,Ucon 50HB260,C=O,CC(C)OCC(C)OCC(C)O,2016.5000000000002,5596.500000000001,3498.9000000000005
Formalin,Ucon LB250,C=O,CC(C)OCC(C)OCC(C)O,2016.5000000000002,10605.0,2459.93
Isophorone,Morpholine,CC1=CC(=O)CC(C)(C)C1,C1COCCN1,2104.44,1631.34,1575.845
Isophorone,Nitrobenzene,CC1=CC(=O)CC(C)(C)C1,[O-][N+](=O)c1ccccc1,2104.44,599.5,1403.703
Isophorone,Phenyl Cellosolve,CC1=CC(=O)CC(C)(C)C1,c1ccccc1OCCO,2104.44,3614.56,5921.100000000001
Isophorone,PEG 400,CC1=CC(=O)CC(C)(C)C1,OCCOCCOCCOCCOCCOCCOCCOCCO,2104.44,45232.799999999996,4916.247
Isophorone,Propylene glycol,CC1=CC(=O)CC(C)(C)C1,CC(O)CO,2104.44,45894.799999999996,2813.1240000000003
Isophorone,Propylene oxide,CC1=CC(=O)CC(C)(C)C1,CC1CO1,2104.44,627.07,2403.027
Isophorone,Tergitol XD,CC1=CC(=O)CC(C)(C)C1,CCCCCCCCCCCCCOCCOCCOCCO,2104.44,5999.6,4958.491500000001
Isophorone,Tetrachloroethylene,CC1=CC(=O)CC(C)(C)C1,ClC(Cl)=C(Cl)Cl,2104.44,12976.0,3345.4025
Isophorone,Toluene,CC1=CC(=O)CC(C)(C)C1,Cc1ccccc1,2104.44,6762.6,3947.845
Isophorone,Ucon 50HB260,CC1=CC(=O)CC(C)(C)C1,CC(C)OCC(C)OCC(C)O,2104.44,5596.500000000001,6301.762
Isophorone,Ucon LB250,CC1=CC(=O)CC(C)(C)C1,CC(C)OCC(C)OCC(C)O,2104.44,10605.0,7339.56
Morpholine,Nitrobenzene,C1COCCN1,[O-][N+](=O)c1ccccc1,1631.34,599.5,980.567
Morpholine,Phenyl Cellosolve,C1COCCN1,c1ccccc1OCCO,1631.34,3614.56,4084.0785000000005
Morpholine,PEG 400,C1COCCN1,OCCOCCOCCOCCOCCOCCOCCOCCO,1631.34,45232.799999999996,5276.652499999999
Morpholine,Propylene glycol,C1COCCN1,CC(O)CO,1631.34,45894.799999999996,3433.2615000000005
Morpholine,Propylene oxide,C1COCCN1,CC1CO1,1631.34,627.07,2184.1530000000002
Morpholine,Tergitol XD,C1COCCN1,CCCCCCCCCCCCCOCCOCCOCCO,1631.34,5999.6,2206.5225
Morpholine,Tetrachloroethylene,C1COCCN1,ClC(Cl)=C(Cl)Cl,1631.34,12976.0,1410.4584999999997
Morpholine,Toluene,C1COCCN1,Cc1ccccc1,1631.34,6762.6,493.799
Morpholine,Ucon 50HB260,C1COCCN1,CC(C)OCC(C)OCC(C)O,1631.34,5596.500000000001,2166.0209999999997
Morpholine,Ucon LB250,C1COCCN1,CC(C)OCC(C)OCC(C)O,1631.34,10605.0,2497.198
Nitrobenzene,Phenyl Cellosolve,[O-][N+](=O)c1ccccc1,c1ccccc1OCCO,599.5,3614.56,891.6375
Nitrobenzene,PEG 400,[O-][N+](=O)c1ccccc1,OCCOCCOCCOCCOCCOCCOCCOCCO,599.5,45232.799999999996,1596.3220000000001
Nitrobenzene,Propylene glycol,[O-][N+](=O)c1ccccc1,CC(O)CO,599.5,45894.799999999996,1105.2075000000002
Nitrobenzene,Propylene oxide,[O-][N+](=O)c1ccccc1,CC1CO1,599.5,627.07,701.778
Nitrobenzene,Tergitol XD,[O-][N+](=O)c1ccccc1,CCCCCCCCCCCCCOCCOCCOCCO,599.5,5999.6,1128.3705000000002
Nitrobenzene,Tetrachloroethylene,[O-][N+](=O)c1ccccc1,ClC(Cl)=C(Cl)Cl,599.5,12976.0,1619.254
Nitrobenzene,Toluene,[O-][N+](=O)c1ccccc1,Cc1ccccc1,599.5,6762.6,1244.7649999999999
Nitrobenzene,Ucon 50HB260,[O-][N+](=O)c1ccccc1,CC(C)OCC(C)OCC(C)O,599.5,5596.500000000001,1037.9135
Nitrobenzene,Ucon LB250,[O-][N+](=O)c1ccccc1,CC(C)OCC(C)OCC(C)O,599.5,10605.0,850.1220000000001
Phenyl Cellosolve,PEG 400,c1ccccc1OCCO,OCCOCCOCCOCCOCCOCCOCCOCCO,3614.56,45232.799999999996,9798.619999999999
Phenyl Cellosolve,Propylene glycol,c1ccccc1OCCO,CC(O)CO,3614.56,45894.799999999996,7504.379999999999
Phenyl Cellosolve,Propylene oxide,c1ccccc1OCCO,CC1CO1,3614.56,627.07,2545.378
Phenyl Cellosolve,Tergitol XD,c1ccccc1OCCO,CCCCCCCCCCCCCOCCOCCOCCO,3614.56,5999.6,8633.946999999998
Phenyl Cellosolve,Tetrachloroethylene,c1ccccc1OCCO,ClC(Cl)=C(Cl)Cl,3614.56,12976.0,3936.1800000000007
Phenyl Cellosolve,Toluene,c1ccccc1OCCO,Cc1ccccc1,3614.56,6762.6,3418.184
Phenyl Cellosolve,Ucon 50HB260,c1ccccc1OCCO,CC(C)OCC(C)OCC(C)O,3614.56,5596.500000000001,5826.540000000001
Phenyl Cellosolve,Ucon LB250,c1ccccc1OCCO,CC(C)OCC(C)OCC(C)O,3614.56,10605.0,6419.416000000001
PEG 400,Propylene glycol,OCCOCCOCCOCCOCCOCCOCCOCCO,CC(O)CO,45232.799999999996,45894.799999999996,46007.721999999994
PEG 400,Propylene oxide,OCCOCCOCCOCCOCCOCCOCCOCCO,CC1CO1,45232.799999999996,627.07,2034.688
PEG 400,Tergitol XD,OCCOCCOCCOCCOCCOCCOCCOCCO,CCCCCCCCCCCCCOCCOCCOCCO,45232.799999999996,5999.6,20096.78
PEG 400,Tetrachloroethylene,OCCOCCOCCOCCOCCOCCOCCOCCO,ClC(Cl)=C(Cl)Cl,45232.799999999996,12976.0,6792.5
PEG 400,Toluene,OCCOCCOCCOCCOCCOCCOCCOCCO,Cc1ccccc1,45232.799999999996,6762.6,8984.482499999998
PEG 400,Ucon 50HB260,OCCOCCOCCOCCOCCOCCOCCOCCO,CC(C)OCC(C)OCC(C)O,45232.799999999996,5596.500000000001,7266.897
PEG 400,Ucon LB250,OCCOCCOCCOCCOCCOCCOCCOCCO,CC(C)OCC(C)OCC(C)O,45232.799999999996,10605.0,18693.774
Propylene glycol,Propylene oxide,CC(O)CO,CC1CO1,45894.799999999996,627.07,3581.55
Propylene glycol,Tergitol XD,CC(O)CO,CCCCCCCCCCCCCOCCOCCOCCO,45894.799999999996,5999.6,12673.464000000002
Propylene glycol,Tetrachloroethylene,CC(O)CO,ClC(Cl)=C(Cl)Cl,45894.799999999996,12976.0,10657.251000000002
Propylene glycol,Toluene,CC(O)CO,Cc1ccccc1,45894.799999999996,6762.6,15025.1365
Propylene glycol,Ucon 50HB260,CC(O)CO,CC(C)OCC(C)OCC(C)O,45894.799999999996,5596.500000000001,13784.288000000002
Propylene glycol,Ucon LB250,CC(O)CO,CC(C)OCC(C)OCC(C)O,45894.799999999996,10605.0,18854.311000000005
Propylene oxide,Tergitol XD,CC1CO1,CCCCCCCCCCCCCOCCOCCOCCO,627.07,5999.6,3102.0635
Propylene oxide,Tetrachloroethylene,CC1CO1,ClC(Cl)=C(Cl)Cl,627.07,12976.0,2514.4935
Propylene oxide,Toluene,CC1CO1,Cc1ccccc1,627.07,6762.6,1600.0020000000002
Propylene oxide,Ucon 50HB260,CC1CO1,CC(C)OCC(C)OCC(C)O,627.07,5596.500000000001,1914.7269999999999
Propylene oxide,Ucon LB250,CC1CO1,CC(C)OCC(C)OCC(C)O,627.07,10605.0,2707.9165000000003
Tergitol XD,Tetrachloroethylene,CCCCCCCCCCCCCOCCOCCOCCO,ClC(Cl)=C(Cl)Cl,5999.6,12976.0,13269.195000000002
Tergitol XD,Toluene,CCCCCCCCCCCCCOCCOCCOCCO,Cc1ccccc1,5999.6,6762.6,8778.448500000002
Tergitol XD,Ucon 50HB260,CCCCCCCCCCCCCOCCOCCOCCO,CC(C)OCC(C)OCC(C)O,5999.6,5596.500000000001,5171.6100000000015
Tergitol XD,Ucon LB250,CCCCCCCCCCCCCOCCOCCOCCO,CC(C)OCC(C)OCC(C)O,5999.6,10605.0,6273.030000000001
Tetrachloroethylene,Toluene,ClC(Cl)=C(Cl)Cl,Cc1ccccc1,12976.0,6762.6,5682.387
Tetrachloroethylene,Ucon 50HB260,ClC(Cl)=C(Cl)Cl,CC(C)OCC(C)OCC(C)O,12976.0,5596.500000000001,6426.16
Tetrachloroethylene,Ucon LB250,ClC(Cl)=C(Cl)Cl,CC(C)OCC(C)OCC(C)O,12976.0,10605.0,10195.016000000001
Toluene,Ucon 50HB260,Cc1ccccc1,CC(C)OCC(C)OCC(C)O,6762.6,5596.500000000001,9484.3575
Toluene,Ucon LB250,Cc1ccccc1,CC(C)OCC(C)OCC(C)O,6762.6,10605.0,8975.394000000002
Ucon 50HB260,Ucon LB250,CC(C)OCC(C)OCC(C)O,CC(C)OCC(C)OCC(C)O,5596.500000000001,10605.0,6912.150000000001
